0.0000000000;15.0000000000
0.0010000000;15.0000000000
0.0020000001;15.0000000000
0.0031865549;15.0000000000
0.0050343383;15.0000000000
0.0084884720;15.0000000000
0.0147591712;15.0000000000
0.0242389574;15.0000000000
0.0387805797;15.0000000000
0.0629921466;15.0000000000
0.1062430091;15.0000000000
0.1782735683;15.0000000000
0.2893553026;15.0000000000
0.4580065556;15.0000000000
0.7152230091;15.0000000000
1.0856822081;15.0000000000
1.6191151686;15.0000000000
2.3577973194;15.0000000000
3.3562375255;15.0000000000
4.7096576638;15.0000000000
6.5193647094;15.0000000000
8.8896011062;15.0000000000
12.0379992671;15.0000000000
16.1273533053;15.0000000000
21.4141331859;15.0000000000
28.3013168521;15.0000000000
37.1568466373;15.0000000000
48.3010221667;15.0000000000
62.2958818622;15.0000000000
79.8305784411;15.0000000000
102.1792112536;15.0000000000
130.9365450091;15.0000000000
167.2611032672;15.0000000000
213.5876527972;15.0000000000
272.4518152423;15.0000000000
345.6844888873;15.0000000000
364.9999948688;15.0000000000
437.9964853473;14.9999923706
536.2317987628;14.9996471405
681.0360895343;14.9914369583
729.9999986835;14.9847745895
880.9021440692;14.9230260849
1071.6323991962;14.7220249176
1095.0000063129;14.6860952377
1338.5380769916;14.2451152802
1459.9999986835;13.9960393906
1788.2203355975;13.4255132675
1824.9999872394;13.3726415634
2159.0492120929;12.9317817688
2189.9999891467;12.8955469131
2554.9999891467;12.4558944702
2919.9999891467;12.1074523926
3284.9999891467;11.7929468155
3649.9999891467;11.5513849258
4014.9999891467;11.3359785080
4379.9999891467;11.1265430450
4744.9999891467;10.9821195602
5109.9999891467;10.8408889771
5474.9999891467;10.7247934341
5839.9999891467;10.6095046997
6204.9999891467;10.5217933655
6569.9999891467;10.4441490173
6934.9999891467;10.3461360931
7299.9999891467;10.2859077454
7664.9999891467;10.2153768539
8029.9999891467;10.1775884628
8394.9999891467;10.1248369217
8759.9999891467;10.0618181229
9124.9999891467;10.0203619003
9489.9999891467;9.9804325104
9854.9999891467;9.9362611771
10219.9999891467;9.9105463028
10584.9999891467;9.8624534607
10949.9999891467;9.8274459839
11314.9999891467;9.8150053024
11679.9999891467;9.7861347198
12044.9999891467;9.7479295731
12409.9999891467;9.7336750031
12774.9999891467;9.6978654861
13139.9999891467;9.6794757843
13504.9999891467;9.6560249329
13869.9999891467;9.6357202530
15497.3882948108;9.5576772690
18403.1434217639;9.4246644974
22157.9214979358;9.3141050339
26010.7840467639;9.2372264862
29946.0013319202;9.1593446732
34026.3983045764;9.1398487091
38374.5106092639;9.0732870102
43020.3900037952;9.0597944260
47983.9017225452;9.0270433426
49999.9999891467;9.0072145462
